"","brewery_name","review_time","review_aroma","review_appearance","beer_style","review_palate","review_taste","beer_name","beer_abv"
"244","Victory Brewing Company",1303782414,3.5,3.5,"American Barleywine",3,3.5,"Old Horizontal",11
"245","Victory Brewing Company",1242268230,4,3.5,"American Barleywine",4,4.5,"Old Horizontal",11
"246","Victory Brewing Company",1209991012,4.5,4,"American IPA",4.5,4.5,"HopDevil Ale",6.7
"247","Victory Brewing Company",1233617827,4,3.5,"Baltic Porter",4,3.5,"Baltic Thunder",8.5
"248","Yards Brewing Co.",1127930548,2,4,"English Porter",2.5,1.5,"General Washington's Tavern Porter",7
"249","Victory Brewing Company",1247083775,4,3.5,"German Pilsener",4,4,"Prima Pils",5.3
"250","Tröegs Brewing Company",1303094629,4,3.5,"Doppelbock",3,3.5,"Troegenator Double Bock",8.2
"251","Victory Brewing Company",1098817682,4.5,4,"Quadrupel (Quad)",3.5,4.5,"V-Twelve",12
"252","Victory Brewing Company",1250252748,4,3.5,"Saison / Farmhouse Ale",4,4,"Helios  (V Saison)",7.5
"253","Tröegs Brewing Company",1175972323,4.5,4,"American Amber / Red Ale",4,4.5,"Tröegs Nugget Nectar",7.5
"254","Victory Brewing Company",1324346974,4.5,4.5,"Weizenbock",3.5,4.5,"Moonglow Weizenbock",8.7
"255","Victory Brewing Company",1232400426,3.5,4.5,"Irish Dry Stout",4,4,"Donnybrook Stout",3.7
"256","Victory Brewing Company",1288499814,3.5,3,"Märzen / Oktoberfest",4,3.5,"Zeltbier",6.2
"257","Victory Brewing Company",1156265441,5,5,"German Pilsener",5,5,"Prima Pils",5.3
"258","Victory Brewing Company",1316632389,3.5,3.5,"Märzen / Oktoberfest",3.5,3.5,"Festbier",5.6
"259","Yuengling Brewery ",1200204154,3,3.5,"American Amber / Red Lager",4,3,"Yuengling Traditional Lager",4.4
"260","Tröegs Brewing Company",1202796419,5,4,"American Amber / Red Ale",4,5,"Tröegs Nugget Nectar",7.5
"261","Victory Brewing Company",1121468647,3,3,"Witbier",3,3,"Whirlwind Witbier",5
"262","Tröegs Brewing Company",1277430148,4,3.5,"Oatmeal Stout",4,3.5,"Tröegs Java Head Stout",7.5
"263","Victory Brewing Company",1210210605,4.5,4,"Russian Imperial Stout",5,4.5,"Storm King Stout",9.1
"264","Victory Brewing Company",1283052771,4,4.5,"Russian Imperial Stout",4,4.5,"Storm King Stout",9.1
"265","Victory Brewing Company",1181436723,3.5,3.5,"American Barleywine",4.5,4.5,"Old Horizontal",11
"266","Tröegs Brewing Company",1264374108,4,4,"Doppelbock",4.5,4.5,"Troegenator Double Bock",8.2
"267","Victory Brewing Company",1309021219,4,4,"American Blonde Ale",4.5,4.5,"Summer Love",5.2
"268","Victory Brewing Company",1050767484,4,4,"Märzen / Oktoberfest",4,4,"Festbier",5.6
"269","Victory Brewing Company",1241930243,4,4,"American IPA",4,4,"HopDevil Ale",6.7
"270","Yards Brewing Co.",1194138004,3.5,3,"Extra Special / Strong Bitter (ESB)",4,4,"Extra Special Ale (ESA)",6.3
"271","Victory Brewing Company",1294630739,4.5,4,"American Black Ale",4,4,"Yakima Glory",8.7
"272","Victory Brewing Company",1159318293,4.5,4.5,"Witbier",5,4.5,"Whirlwind Witbier",5
"273","Yuengling Brewery ",1323311004,3,3.5,"American Pale Ale (APA)",3.5,4,"Lord Chesterfield Ale",5.4
"274","Yuengling Brewery ",1253401501,3,4,"Black & Tan",3.5,3.5,"Yuengling Black & Tan",4.7
"275","Tröegs Brewing Company",1237187782,4,4,"American Amber / Red Ale",4,4,"Tröegs Hopback Amber Ale",6
"276","Victory Brewing Company",1250363507,3.5,4,"English Bitter",4,4.5,"Uncle Teddy's Bitter",4
"277","Victory Brewing Company",1319070412,4,4.5,"Russian Imperial Stout",4,4,"Storm King Stout",9.1
"278","Victory Brewing Company",1167226843,4,4.5,"Russian Imperial Stout",4,4,"Storm King Stout",9.1
"279","Victory Brewing Company",1145651596,3.5,3.5,"German Pilsener",4,4,"Prima Pils",5.3
"280","Yuengling Brewery ",1134951551,3,3,"American Amber / Red Lager",3.5,2.5,"Yuengling Traditional Lager",4.4
"281","Victory Brewing Company",1221257895,3,4.5,"Märzen / Oktoberfest",3.5,3.5,"Festbier",5.6
"282","Victory Brewing Company",1153004398,3.5,4.5,"Russian Imperial Stout",4,4.5,"Storm King Stout",9.1
"283","Victory Brewing Company",1264904589,3.5,4,"American IPA",3.5,4.5,"HopDevil Ale",6.7
"284","Victory Brewing Company",1323056478,4,5,"Russian Imperial Stout",3.5,3.5,"Storm King Stout",9.1
"285","Yuengling Brewery ",1261956057,3,4,"Light Lager",4,3.5,"Yuengling Light Lager",3.4
"286","Yards Brewing Co.",1292194905,3,3,"English Dark Mild Ale",4,4,"Brawler Pugilist Style Ale",4.2
"287","Victory Brewing Company",1282233125,4,5,"Russian Imperial Stout",4.5,4.5,"Storm King Stout",9.1
"288","Yuengling Brewery ",1232684303,2,3.5,"American Amber / Red Lager",4,2,"Yuengling Traditional Lager",4.4
"289","Victory Brewing Company",1034667637,4.5,4,"Belgian Strong Dark Ale",4,4,"V-Ten",10
"290","Tröegs Brewing Company",1253670897,3.5,4,"Witbier",3.5,4,"Scratch Beer 22 - 2009",5.5
"291","Victory Brewing Company",1243827334,4,4.5,"American IPA",4,4,"HopDevil Ale",6.7
"292","Victory Brewing Company",1111883648,4,3.5,"German Pilsener",4,4,"Prima Pils",5.3
"293","Victory Brewing Company",1295929737,4,4,"Russian Imperial Stout",3,3,"Storm King Stout",9.1
"294","Tröegs Brewing Company",1232767085,4,4.5,"American Amber / Red Ale",5,4,"Tröegs Nugget Nectar",7.5
"295","Victory Brewing Company",1303960169,4,4,"Tripel",4,4,"Golden Monkey",9.5
"296","Victory Brewing Company",1119977514,4,4.5,"Quadrupel (Quad)",4,4.5,"V-Twelve",12
"297","Tröegs Brewing Company",1283317052,4,3.5,"German Pilsener",4,4,"Tröegs Sunshine Pils",5.3
"298","Victory Brewing Company",1088536340,4,4,"Quadrupel (Quad)",4,3.5,"V-Twelve",12
"299","Victory Brewing Company",1266607896,4.5,4.5,"German Pilsener",4.5,4.5,"Prima Pils",5.3
"300","Tröegs Brewing Company",1314842269,4.5,4,"American Stout",4.5,4,"Scratch Beer 41 - 2011 (Cacaoabunga Redux)",6.6
"301","Yuengling Brewery ",1247966638,2.5,4,"Black & Tan",4,4,"Yuengling Black & Tan",4.7
"302","Victory Brewing Company",1179542523,4,4,"Altbier",4,4,"Ten Years Alt",8.5
"303","Victory Brewing Company",1075598481,4,4,"Russian Imperial Stout",3.5,4,"Storm King Stout",9.1
"304","Victory Brewing Company",1046848458,3.5,4.5,"Russian Imperial Stout",4.5,5,"Storm King Stout",9.1
"305","Tröegs Brewing Company",1234731090,4,3.5,"Belgian Strong Dark Ale",3.5,4,"Tröegs Mad Elf",11
"306","Yuengling Brewery ",1170377045,4,4.5,"American Porter",3,4,"Yuengling Porter (Dark Brewed)",4.7
"307","Tröegs Brewing Company",1122441634,3.5,4,"English Brown Ale",3.5,4,"Tröegs Rugged Trail Nut Brown Ale",4.4
"308","Victory Brewing Company",1197079592,4,3.5,"German Pilsener",3.5,3.5,"Prima Pils",5.3
"309","Yuengling Brewery ",1239069317,3,3.5,"Bock",3.5,3.5,"Yuengling Bock",5.1
"310","Tröegs Brewing Company",1262717255,4,4,"Märzen / Oktoberfest",4,3.5,"Scratch Beer 23 - 2009",5.1
"311","Victory Brewing Company",1245810252,4,4,"Maibock / Helles Bock",4,4,"St. Boisterous",7.4
"312","Victory Brewing Company",1323302883,4,3.5,"Tripel",4,3.5,"Golden Monkey",9.5
"313","Victory Brewing Company",1212286952,3,3.5,"Altbier",3,3.5,"Ten Years Alt",8.5
"314","Yards Brewing Co.",1314857706,3.5,4,"English Porter",4,3.5,"General Washington's Tavern Porter",7
"315","Victory Brewing Company",1258236944,3,3,"Märzen / Oktoberfest",4,4,"Festbier",5.6
"316","Victory Brewing Company",1286925614,4.5,3.5,"American Double / Imperial IPA",5,4,"Hop Wallop",8.5
"317","Yards Brewing Co.",1268598894,3.5,4,"English Porter",4,4,"General Washington's Tavern Porter",7
"318","Victory Brewing Company",1240179951,4,4,"American Porter",4,4,"Rauch Porter",5.7
"319","Tröegs Brewing Company",1273304143,3.5,3,"Hefeweizen",4,3.5,"DreamWeaver Wheat",4.8
"320","Victory Brewing Company",1112808417,5,5,"German Pilsener",5,5,"Prima Pils",5.3
"321","Victory Brewing Company",1147049024,4,3.5,"American IPA",4,4.5,"HopDevil Ale",6.7
"322","Victory Brewing Company",1236793242,4.5,4.5,"American Porter",3,2.5,"Rauch Porter",5.7
"323","Yuengling Brewery ",1289064606,3,3.5,"Black & Tan",4,3.5,"Yuengling Black & Tan",4.7
"324","Victory Brewing Company",1221784622,4.5,4,"Russian Imperial Stout",4,4,"Storm King Stout",9.1
"325","Yuengling Brewery ",1311094259,3,3,"American Amber / Red Lager",4,3.5,"Yuengling Traditional Lager",4.4
"326","Victory Brewing Company",1148927460,3.5,4.5,"Russian Imperial Stout",4.5,4.5,"Storm King Stout",9.1
"327","Victory Brewing Company",1299231260,4,3,"Saison / Farmhouse Ale",3,4,"Saison Du BUFF",6.8
"328","Yuengling Brewery ",1294444498,3,4,"American Amber / Red Lager",3.5,4,"Yuengling Traditional Lager",4.4
"329","Tröegs Brewing Company",1193478839,3.5,4.5,"Belgian Strong Dark Ale",3,4.5,"Tröegs Mad Elf",11
"330","Tröegs Brewing Company",1303868687,4,3.5,"American Amber / Red Ale",4.5,4.5,"Tröegs Nugget Nectar",7.5
"331","Voodoo Brewing Company",1283192551,4,4,"American Double / Imperial Stout",4.5,4.5,"Black Magick",15
"332","Tröegs Brewing Company",1209146110,4.5,5,"American Amber / Red Ale",4.5,5,"Tröegs Nugget Nectar",7.5
"333","Yuengling Brewery ",1270330003,3,3.5,"Bock",3,3.5,"Yuengling Bock",5.1
"334","Victory Brewing Company",1286465449,4,3.5,"Saison / Farmhouse Ale",4,4,"Saison Du BUFF",6.8
"335","Tröegs Brewing Company",1297052562,4,4.5,"American Amber / Red Ale",4.5,4,"Tröegs Nugget Nectar",7.5
"336","Yards Brewing Co.",1069602865,3,4,"English Stout",3.5,4,"Love Stout",5
"337","Tröegs Brewing Company",1239718625,4,4,"American Amber / Red Ale",4,4,"Tröegs Hopback Amber Ale",6
"338","Tröegs Brewing Company",1303531102,3.5,4.5,"American Barleywine",4.5,4,"Flying Mouflan",9.3
"339","Tröegs Brewing Company",1264540287,3.5,3.5,"American Amber / Red Ale",4,4,"Tröegs Hopback Amber Ale",6
"340","Victory Brewing Company",1231480188,4,4,"American IPA",3.5,4.5,"HopDevil Ale",6.7
"341","Victory Brewing Company",1200017570,3,4,"Russian Imperial Stout",4,3,"Storm King Stout",9.1
"342","Tröegs Brewing Company",1281035530,4,4,"Tripel",2,1,"Scratch Beer 3 - 2007",10.1
"343","Victory Brewing Company",1175532405,3.5,4,"Doppelbock",3.5,4,"St. Victorious",7.6
"344","Yuengling Brewery ",1151908245,3,4,"American Amber / Red Lager",4,4,"Yuengling Traditional Lager",4.4
"345","Yuengling Brewery ",1144877262,3,3,"American Pale Ale (APA)",4,4,"Lord Chesterfield Ale",5.4
"346","Victory Brewing Company",1117678490,3.5,4.5,"American IPA",4,4,"HopDevil Ale",6.7
"347","Victory Brewing Company",1287577580,4.5,4,"American IPA",4,4,"HopDevil Ale",6.7
"348","Tröegs Brewing Company",1310000950,3.5,3.5,"American Pale Ale (APA)",3.5,4,"Tröegs Pale Ale",5.4
"349","Victory Brewing Company",1114366881,4,4,"English Brown Ale",4,4,"D-Town Brown",5.4
"350","Tröegs Brewing Company",1201211994,4,3.5,"Belgian Strong Dark Ale",3.5,4,"Tröegs Mad Elf",11
"351","Tröegs Brewing Company",1113759819,3.5,4,"Doppelbock",4,4,"Troegenator Double Bock",8.2
"352","Yards Brewing Co.",1279827979,4,4,"Extra Special / Strong Bitter (ESB)",4,4,"Extra Special Ale (ESA)",6.3
"353","Tröegs Brewing Company",1246134010,4,4,"Doppelbock",4,3.5,"Troegenator Double Bock",8.2
"354","Tröegs Brewing Company",1277697722,5,4.5,"Belgian IPA",4,4.5,"Scratch Beer 29 - 2010 (NBPA)",7.7
"355","Victory Brewing Company",1231445837,4,4,"Tripel",4,3.5,"Golden Monkey",9.5
"356","Victory Brewing Company",1232164197,4,4.5,"American Double / Imperial IPA",4,4.5,"Hop Wallop",8.5
"357","Victory Brewing Company",1262552766,4,4,"American Black Ale",4,4,"Yakima Glory",8.7
"358","Victory Brewing Company",1292202962,4.5,4,"German Pilsener",4,4.5,"Prima Pils",5.3
"359","Tröegs Brewing Company",1302223285,5,4,"American Amber / Red Ale",4.5,5,"Tröegs Nugget Nectar",7.5
"360","Voodoo Brewing Company",1196990403,3.5,4,"Witbier",3.5,2.5,"White Magic Of The Sun",6.75
"361","Tröegs Brewing Company",1305684920,4,4,"American Amber / Red Ale",4,3.5,"Tröegs Nugget Nectar",7.5
"362","Victory Brewing Company",1296793555,4,3,"Baltic Porter",4.5,5,"Baltic Thunder",8.5
"363","Tröegs Brewing Company",1258856430,3,4,"English Brown Ale",2,3,"Tröegs Rugged Trail Nut Brown Ale",4.4
"364","Victory Brewing Company",1147098618,4,4.5,"German Pilsener",4.5,4,"Prima Pils",5.3
"365","Voodoo Brewing Company",1307418632,3.5,4,"Keller Bier / Zwickel Bier",3.5,3.5,"PILZILLA",6.7
"366","Tröegs Brewing Company",1297306000,3,3.5,"American Amber / Red Ale",3,3.5,"Tröegs Hopback Amber Ale",6
"367","Victory Brewing Company",1099016273,4,4,"Quadrupel (Quad)",4,4.5,"V-Twelve",12
"368","Victory Brewing Company",1125639802,4,3.5,"German Pilsener",4,4.5,"Prima Pils",5.3
"369","Victory Brewing Company",1271182393,3.5,4,"Hefeweizen",3.5,3.5,"Sunrise Weiss",5.7
"370","Tröegs Brewing Company",1225575263,4,3.5,"Belgian Strong Dark Ale",4,4,"Tröegs Mad Elf",11
"371","Victory Brewing Company",1033886709,4,4,"German Pilsener",4,4.5,"Hersbrucker Pils",5.3
"372","Victory Brewing Company",1166802346,3,3,"American Double / Imperial IPA",3,3.5,"Hop Wallop",8.5
"373","Victory Brewing Company",1082424312,4.5,4,"Russian Imperial Stout",5,5,"Storm King Stout",9.1
"374","Victory Brewing Company",1079674484,3,4,"American IPA",4,4,"HopDevil Ale",6.7
"375","Tröegs Brewing Company",1224981046,4,4,"American Porter",4,4.5,"Tröegs Dead Reckoning Porter",5.4
"376","Victory Brewing Company",1198706935,4,3.5,"American Barleywine",4,4,"Old Horizontal",11
"377","Victory Brewing Company",1263185709,3,4,"Tripel",3.5,3.5,"Golden Monkey",9.5
"378","Yuengling Brewery ",1285107068,2,3.5,"American Amber / Red Lager",4,3.5,"Yuengling Traditional Lager",4.4
"379","Victory Brewing Company",1294264144,4,4,"Extra Special / Strong Bitter (ESB)",4,4,"Victory ESB",6.25
"380","Tröegs Brewing Company",1047822387,4,4.5,"Extra Special / Strong Bitter (ESB)",3.5,4,"Tröegs ESB Ale",5.7
"381","Tröegs Brewing Company",1155663064,4,5,"Doppelbock",4.5,4,"Troegenator Double Bock",8.2
"382","Yuengling Brewery ",1265849363,3,4,"Bock",3.5,3.5,"Yuengling Bock",5.1
"383","Yards Brewing Co.",1282604087,3,3,"Extra Special / Strong Bitter (ESB)",4,3,"Extra Special Ale (ESA)",6.3
"384","Victory Brewing Company",1230845378,4,4.5,"Russian Imperial Stout",3.5,4,"Storm King Stout",9.1
"385","Tröegs Brewing Company",1179978149,3.5,3.5,"Belgian Strong Dark Ale",3.5,3.5,"Tröegs Mad Elf",11
"386","Tröegs Brewing Company",1274577636,4.5,4.5,"Belgian IPA",4,4,"Scratch Beer 29 - 2010 (NBPA)",7.7
"387","Tröegs Brewing Company",1156988798,4,4,"American Pale Ale (APA)",4,4,"Tröegs Pale Ale",5.4
"388","Tröegs Brewing Company",1307258739,2,4,"Belgian Strong Dark Ale",2,1.5,"Tröegs Mad Elf",11
"389","Tröegs Brewing Company",1281857666,4.5,4,"American IPA",4,4,"Scratch Beer 31 - 2010 (Citra Of Brotherly Love IPA)",7.4
"390","Victory Brewing Company",1207943813,3,5,"American Double / Imperial IPA",4.5,4.5,"Hop Wallop",8.5
"391","Victory Brewing Company",1139515001,4,4,"American Barleywine",4,4,"Old Horizontal",11
"392","Tröegs Brewing Company",1237424495,5,4.5,"American Barleywine",4,4,"Flying Mouflan",9.3
"393","Victory Brewing Company",1279605608,4,5,"Belgian IPA",4.5,4,"Wild Devil",6.7
"394","Victory Brewing Company",1240613648,4,4.5,"Belgian IPA",4,4,"Wild Devil",6.7
"395","Voodoo Brewing Company",1261984505,4,4,"Witbier",4,5,"White Magic Of The Sun",6.75
"396","Voodoo Brewing Company",1228268792,3,3.5,"American IPA",3.5,3,"4 Seasons IPA",8
"397","Tröegs Brewing Company",1285338130,4,4,"American Porter",4,4.5,"Tröegs Dead Reckoning Porter",5.4
"398","Yuengling Brewery ",1159392425,3.5,4.5,"American Porter",4,3.5,"Yuengling Porter (Dark Brewed)",4.7
"399","Victory Brewing Company",1151379777,4,4,"American IPA",4.5,4.5,"HopDevil Ale",6.7
"400","Yuengling Brewery ",1148947003,3,3.5,"American Pale Lager",3,2.5,"Yuengling Premium Beer",4.4
"401","Tröegs Brewing Company",1246203083,4,4.5,"Winter Warmer",3.5,3.5,"Scratch Beer 16 - 2008",6.3
"402","Victory Brewing Company",1072254919,4.5,5,"American IPA",5,5,"HopDevil Ale",6.7
"403","Victory Brewing Company",1234181874,3,3,"Irish Dry Stout",3,3,"Donnybrook Stout",3.7
"404","Yuengling Brewery ",1062717497,1.5,2,"American Pale Lager",2.5,1.5,"Yuengling Premium Beer",4.4
"405","Victory Brewing Company",1133660443,4.5,5,"Russian Imperial Stout",4,5,"Storm King Stout",9.1
"406","Victory Brewing Company",1263367292,3.5,4.5,"American Black Ale",4,4,"Yakima Glory",8.7
"407","Victory Brewing Company",1269221386,4.5,4,"American Black Ale",4.5,4.5,"Yakima Glory",8.7
"408","Victory Brewing Company",1292126982,4.5,4.5,"Russian Imperial Stout",4,4.5,"Storm King Stout",9.1
"409","Tröegs Brewing Company",1245083593,3.5,4,"American Pale Ale (APA)",4,4.5,"Tröegs Pale Ale",5.4
"410","Victory Brewing Company",1183430222,4,4,"Hefeweizen",4,4,"Sunrise Weiss",5.7
"411","Tröegs Brewing Company",1214864153,3.5,3,"American Porter",3,3.5,"Scratch Beer 2 - 2007",5.9
"412","Tröegs Brewing Company",1188860631,4.5,4.5,"German Pilsener",4,4.5,"Tröegs Sunshine Pils",5.3
"413","Victory Brewing Company",1181616463,5,4,"Tripel",5,5,"Golden Monkey",9.5
"414","Victory Brewing Company",1269302648,3.5,4.5,"American Double / Imperial IPA",4.5,4,"Hop Wallop",8.5
"415","Yuengling Brewery ",1049714922,2.5,3,"American Porter",2.5,3.5,"Yuengling Porter (Dark Brewed)",4.7
"416","Victory Brewing Company",1209956951,4,3.5,"American IPA",4,4.5,"HopDevil Ale",6.7
"417","Victory Brewing Company",1268015215,4,4.5,"American Barleywine",4.5,4,"Old Horizontal",11
"418","Tröegs Brewing Company",1249707400,3.5,3,"American Amber / Red Ale",4,4.5,"Tröegs Hopback Amber Ale",6
"419","Tröegs Brewing Company",1173242118,5,4,"American Amber / Red Ale",5,5,"Tröegs Nugget Nectar",7.5
"420","Victory Brewing Company",1145850688,3.5,4,"Altbier",4,4.5,"Ten Years Alt",8.5
"421","Victory Brewing Company",1113704299,4.5,4,"American Barleywine",4.5,4,"Old Horizontal",11
"422","Yuengling Brewery ",1193771453,3.5,4,"American Porter",3.5,3,"Yuengling Porter (Dark Brewed)",4.7
"423","Victory Brewing Company",1037739826,3,3.5,"Witbier",3.5,3.5,"Whirlwind Witbier",5
"424","Tröegs Brewing Company",1150856032,4,4.5,"American Amber / Red Ale",3.5,4,"Tröegs Nugget Nectar",7.5
"425","Tröegs Brewing Company",1247017205,4.5,4.5,"American Barleywine",4.5,5,"Flying Mouflan",9.3
"426","Tröegs Brewing Company",1259281460,4,3,"Weizenbock",4.5,3.5,"Scratch Beer 7 - 2008",7.9
"427","Tröegs Brewing Company",1135757538,3.5,4,"American Pale Ale (APA)",4,4,"Tröegs Pale Ale",5.4
"428","Victory Brewing Company",1265870956,5,4.5,"German Pilsener",4,4.5,"Prima Pils",5.3
"429","Tröegs Brewing Company",1193961931,4,4,"American Amber / Red Ale",4.5,4.5,"Tröegs Hopback Amber Ale",6
"430","Voodoo Brewing Company",1276224863,4.5,5,"Milk / Sweet Stout",5,4.5,"Cowbell Imperial Oatmeal Milk Stout",8.5
"431","Yards Brewing Co.",1249520458,4,4,"Saison / Farmhouse Ale",4,4,"Yards Saison",6.5
"432","Yuengling Brewery ",1185581464,2,3.5,"American Amber / Red Lager",3,3,"Yuengling Traditional Lager",4.4
"433","Tröegs Brewing Company",1130477243,4,4,"Märzen / Oktoberfest",4,4.5,"Tröegs Bavarian Lager",NA
"434","Victory Brewing Company",1042356146,4.5,4,"American IPA",4.5,4.5,"HopDevil Ale",6.7
"435","Yards Brewing Co.",1322870283,4,4.5,"English Stout",4,4,"Love Stout",5
"436","Victory Brewing Company",1159057627,4,3.5,"Witbier",4,4,"Whirlwind Witbier",5
"437","Victory Brewing Company",1304820965,4,4.5,"Russian Imperial Stout",4,3.5,"Storm King Stout",9.1
"438","Victory Brewing Company",1145675094,4.5,3.5,"Quadrupel (Quad)",4,4.5,"V-Twelve",12
"439","Tröegs Brewing Company",1221090848,3,4,"Doppelbock",4.5,3,"Troegenator Double Bock",8.2
"440","Voodoo Brewing Company",1288906814,4,4,"Belgian Strong Pale Ale",4,3.5,"Voodoo Love Child",10.5
"441","Victory Brewing Company",1248071409,4,4,"American Double / Imperial IPA",3.5,4,"Hop Wallop",8.5
"442","Victory Brewing Company",1294001152,4.5,3.5,"American Black Ale",4,3.5,"Yakima Glory",8.7
"443","Tröegs Brewing Company",1091306782,4.5,4,"English India Pale Ale (IPA)",4,4.5,"The Drafting Room 10th Anniversary Ale",7
"444","Yuengling Brewery ",1216653216,3.5,3.5,"American Amber / Red Lager",3.5,3.5,"Yuengling Traditional Lager",4.4
"445","Tröegs Brewing Company",1224552667,4,3.5,"Doppelbock",3.5,4,"Troegenator Double Bock",8.2
"446","Victory Brewing Company",1317530285,4,3.5,"American Barleywine",3.5,3.5,"Old Horizontal",11
"447","Victory Brewing Company",1268387433,3.5,4.5,"Russian Imperial Stout",4,3.5,"Storm King Stout",9.1
"448","Victory Brewing Company",1301189386,4,2.5,"Tripel",3,2.5,"Golden Monkey",9.5
"449","Victory Brewing Company",1091675761,3.5,4.5,"English Dark Mild Ale",3.5,4,"Milltown Mild",3.3
"450","Victory Brewing Company",1197863763,4,3.5,"American Double / Imperial IPA",4,4.5,"Hop Wallop",8.5
"451","Tröegs Brewing Company",1214409694,4.5,3.5,"American IPA",4,4.5,"Scratch Beer 12 - 2008",6.5
"452","Yards Brewing Co.",1308072472,3.5,4,"English Dark Mild Ale",4,4,"Brawler Pugilist Style Ale",4.2
"453","Yuengling Brewery ",1086817263,2.5,3.5,"American Amber / Red Lager",4,3.5,"Yuengling Traditional Lager",4.4
