"time","brewery","name","style","abv","aroma","appearance","palate","taste","total","average"
2004-11-16 14:00:17,"Yards Brewing Company","India Pale Ale","English India Pale Ale (IPA)",7,4,4,3,4,15,3.75
2004-11-23 16:28:54,"Victory Brewing Company","Prima Pils","German Pilsener",5.3,3.5,3.5,3.5,3.5,14,3.5
2004-11-27 22:59:16,"Yuengling Brewery","Yuengling Black & Tan","Black & Tan",4.7,3.5,4,3,3,13.5,3.375
2004-11-29 19:09:01,"Victory Brewing Company","Hop Wallop","American Double / Imperial IPA",8.5,4.5,4.5,4,4,17,4.25
2004-12-06 16:02:58,"Victory Brewing Company","Hop Wallop","American Double / Imperial IPA",8.5,4.5,4,4.5,5,18,4.5
2004-12-08 15:14:24,"Victory Brewing Company","Hop Wallop","American Double / Imperial IPA",8.5,4.5,4,4,4.5,17,4.25
2005-01-01 08:33:29,"Yuengling Brewery","Yuengling Traditional Lager","American Amber / Red Lager",4.4,4,3.5,3.5,3.5,14.5,3.625
2005-01-02 21:17:16,"Victory Brewing Company","Storm King Stout","Russian Imperial Stout",9.1,4,5,5,5,19,4.75
2005-01-03 22:49:31,"Victory Brewing Company","HopDevil Ale","American IPA",6.7,4,4,4,4,16,4
2005-01-09 16:02:55,"Victory Brewing Company","Hop Wallop","American Double / Imperial IPA",8.5,3,3.5,4,4,14.5,3.625
2005-01-13 00:21:44,"Victory Brewing Company","Storm King Stout","Russian Imperial Stout",9.1,4.5,4.5,4,4.5,17.5,4.375
2005-01-13 00:48:08,"Troegs Brewing Company","Troegs Oatmeal Stout","Oatmeal Stout",7,3.5,4.5,4,4.5,16.5,4.125
2005-01-13 23:32:33,"Victory Brewing Company","Hop Wallop","American Double / Imperial IPA",8.5,4.5,4.5,4,4,17,4.25
2005-01-22 21:02:04,"Victory Brewing Company","Old Horizontal","American Barleywine",11,4,4.5,4.5,4.5,17.5,4.375
2005-01-24 15:22:33,"Victory Brewing Company","Hop Wallop","American Double / Imperial IPA",8.5,4,4,4,4.5,16.5,4.125
2005-01-27 23:10:14,"Troegs Brewing Company","Troegs Rugged Trail Nut Brown Ale","English Brown Ale",4.4,3.5,3.5,4,4,15,3.75
2005-01-28 09:08:35,"Victory Brewing Company","Altbier","Altbier",4.5,4.5,4,4,4.5,17,4.25
2005-01-31 08:42:02,"Troegs Brewing Company","Troegenator Double Bock","Doppelbock",8.2,4,4.5,4.5,4.5,17.5,4.375
2005-01-31 14:08:15,"Victory Brewing Company","HopDevil Ale","American IPA",6.7,4,4,4,4.5,16.5,4.125
2005-02-01 22:18:37,"Troegs Brewing Company","Troegenator Double Bock","Doppelbock",8.2,3.5,4,4,3.5,15,3.75
2005-02-06 17:20:58,"Victory Brewing Company","USPA (American Pale Ale)","American Pale Ale (APA)",5.7,3.5,3.5,3.5,3.5,14,3.5
2005-02-11 08:42:44,"Victory Brewing Company","St. Victorious","Doppelbock",7.6,5,5,5,5,20,5
2005-02-11 19:45:47,"Victory Brewing Company","Mad King's Weiss","Hefeweizen",6.2,3,4,3,3.5,13.5,3.375
2005-02-22 12:50:12,"Yuengling Brewery","Yuengling Premium Beer","American Pale Lager",4.4,3.5,3.5,4,3,14,3.5
2005-02-23 07:06:58,"Victory Brewing Company","V-Twelve","Quadrupel (Quad)",12,4.5,4,4,4,16.5,4.125
2005-03-01 23:01:14,"Victory Brewing Company","Storm King Stout","Russian Imperial Stout",9.1,3.5,4,3.5,4.5,15.5,3.875
2005-03-03 22:30:58,"Yuengling Brewery","Yuengling Traditional Lager","American Amber / Red Lager",4.4,2,3,3,2.5,10.5,2.625
2005-03-11 00:54:45,"Yards Brewing Company","Extra Special Ale (ESA)","Extra Special / Strong Bitter (ESB)",6.3,2.5,2,2.5,2,9,2.25
2005-03-14 14:03:59,"Troegs Brewing Company","Troegs Nugget Nectar","American Amber / Red Ale",7.5,4.5,4.5,4,4.5,17.5,4.375
2005-03-15 22:51:56,"Victory Brewing Company","Prima Pils","German Pilsener",5.3,4.5,4,4.5,4.5,17.5,4.375
2005-03-26 19:34:08,"Victory Brewing Company","Prima Pils","German Pilsener",5.3,4,3.5,4,4,15.5,3.875
2005-03-29 10:17:27,"Yuengling Brewery","Yuengling Premium Beer","American Pale Lager",4.4,2.5,3,3,2.5,11,2.75
2005-03-30 00:33:26,"Yuengling Brewery","Yuengling Black & Tan","Black & Tan",4.7,3,3.5,3,3.5,13,3.25
2005-04-01 22:01:00,"Victory Brewing Company","Storm King Stout","Russian Imperial Stout",9.1,4,4.5,4.5,4.5,17.5,4.375
2005-04-06 13:26:57,"Victory Brewing Company","Prima Pils","German Pilsener",5.3,5,5,5,5,20,5
2005-04-11 22:27:37,"Victory Brewing Company","St. Boisterous","Maibock / Helles Bock",7.4,3.5,3.5,4.5,3.5,15,3.75
2005-04-16 22:18:19,"Victory Brewing Company","Old Horizontal","American Barleywine",11,4.5,4,4.5,4,17,4.25
2005-04-17 13:43:39,"Troegs Brewing Company","Troegenator Double Bock","Doppelbock",8.2,3.5,4,4,4,15.5,3.875
2005-04-18 20:02:20,"Yuengling Brewery","Yuengling Traditional Lager","American Amber / Red Lager",4.4,2,2.5,2,2,8.5,2.125
2005-04-19 14:15:29,"Victory Brewing Company","Altbier","Altbier",4.5,4,4.5,4,4,16.5,4.125
2005-04-21 23:59:54,"Victory Brewing Company","Prima Pils","German Pilsener",5.3,4,4.5,4.5,4,17,4.25
2005-04-24 14:21:21,"Victory Brewing Company","D-Town Brown","English Brown Ale",5.4,4,4,4,4,16,4
2005-04-28 01:12:41,"Troegs Brewing Company","Troegs Sunshine Pils","German Pilsener",5.3,4,4,3.5,3.5,15,3.75
2005-05-03 09:15:13,"Victory Brewing Company","Whirlwind Witbier","Witbier",5,3.5,3.5,3.5,3.5,14,3.5
2005-05-03 20:16:33,"Victory Brewing Company","Prima Pils","German Pilsener",5.3,4,4,4,4,16,4
2005-05-09 20:18:57,"Yards Brewing Company","Extra Special Ale (ESA)","Extra Special / Strong Bitter (ESB)",6.3,3,3,3.5,3,12.5,3.125
2005-05-13 20:16:11,"Victory Brewing Company","Sunset Dunkleweizen","Dunkelweizen",5.7,3.5,3.5,4.5,4,15.5,3.875
2005-05-13 23:11:15,"Yuengling Brewery","Yuengling Porter (Dark Brewed)","American Porter",4.7,3.5,4,3.5,4,15,3.75
2005-05-15 00:54:49,"Victory Brewing Company","Hop Wallop","American Double / Imperial IPA",8.5,4.5,4,4,4,16.5,4.125
2005-05-15 22:32:35,"Victory Brewing Company","V-Twelve","Quadrupel (Quad)",12,4.5,4,4.5,5,18,4.5
2005-05-18 12:44:07,"Troegs Brewing Company","Troegs Pale Ale","American Pale Ale (APA)",5.4,3.5,3.5,3.5,4,14.5,3.625
2005-05-20 16:12:57,"Yuengling Brewery","Yuengling Light Lager","Light Lager",3.4,1.5,2.5,1.5,2,7.5,1.875
2005-05-22 02:23:48,"Troegs Brewing Company","Beer Union Local 1807 Brown Ale","American Brown Ale",4.4,3.5,3.5,3.5,3.5,14,3.5
2005-06-01 22:14:50,"Victory Brewing Company","HopDevil Ale","American IPA",6.7,3.5,4.5,4,4,16,4
2005-06-16 08:10:45,"Victory Brewing Company","Victory Lager","Munich Helles Lager",4.8,3.5,4,3.5,3,14,3.5
2005-06-19 21:10:06,"Victory Brewing Company","Prima Pils","German Pilsener",5.3,4,3.5,4,4,15.5,3.875
2005-06-26 01:33:32,"Victory Brewing Company","Prima Pils","German Pilsener",5.3,4.5,4,4,4.5,17,4.25
2005-06-26 09:55:47,"Yuengling Brewery","Yuengling Black & Tan","Black & Tan",4.7,3.5,3.5,4,4,15,3.75
2005-06-28 12:51:54,"Victory Brewing Company","V-Twelve","Quadrupel (Quad)",12,4,4.5,4,4.5,17,4.25
2005-06-28 14:43:09,"Troegs Brewing Company","The Drafting Room 11th Anniversary Ale","American IPA",6.7,4.5,4.5,3.5,4,16.5,4.125
2005-07-02 04:45:54,"Victory Brewing Company","Prima Pils","German Pilsener",5.3,4,4,4.5,4,16.5,4.125
2005-07-02 23:27:09,"Victory Brewing Company","Golden Monkey","Tripel",9.5,4,4,4,3.5,15.5,3.875
2005-07-10 00:58:26,"Victory Brewing Company","Sunrise Weiss","Hefeweizen",5.7,4.5,4.5,4,5,18,4.5
2005-07-10 07:09:58,"Troegs Brewing Company","Troegs Hopback Amber Ale","American Amber / Red Ale",6,3,2.5,2.5,3,11,2.75
2005-07-10 22:58:51,"Victory Brewing Company","Sunrise Weiss","Hefeweizen",5.7,4.5,4.5,4.5,4.5,18,4.5
2005-07-15 19:04:07,"Victory Brewing Company","Whirlwind Witbier","Witbier",5,3,3,3,3,12,3
2005-07-18 22:06:27,"Troegs Brewing Company","Troegs Hopback Amber Ale","American Amber / Red Ale",6,4,4,4,4.5,16.5,4.125
2005-07-25 09:41:45,"Victory Brewing Company","Sunrise Weiss","Hefeweizen",5.7,4,4.5,3,3,14.5,3.625
2005-07-27 01:20:34,"Troegs Brewing Company","Troegs Rugged Trail Nut Brown Ale","English Brown Ale",4.4,3.5,4,3.5,4,15,3.75
2005-07-31 17:00:56,"Victory Brewing Company","Victory Lager","Munich Helles Lager",4.8,4,4,4.5,4,16.5,4.125
2005-08-03 00:42:38,"Yards Brewing Company","Philadelphia Pale Ale","American Pale Ale (APA)",4.3,4,3.5,3,4.5,15,3.75
2005-08-03 20:44:12,"Victory Brewing Company","Golden Monkey","Tripel",9.5,4,3.5,4,3.5,15,3.75
2005-08-03 22:08:46,"Yuengling Brewery","Yuengling Traditional Lager","American Amber / Red Lager",4.4,3,2.5,2.5,3,11,2.75
2005-08-05 23:30:12,"Yuengling Brewery","Yuengling Porter (Dark Brewed)","American Porter",4.7,2.5,3.5,4.5,4,14.5,3.625
2005-08-06 16:46:35,"Troegs Brewing Company","Troegs Hopback Amber Ale","American Amber / Red Ale",6,4.5,4.5,4,4,17,4.25
2005-08-07 21:23:22,"Yards Brewing Company","Philadelphia Pale Ale","American Pale Ale (APA)",4.3,4.5,3.5,2,2.5,12.5,3.125
2005-08-09 21:51:47,"Troegs Brewing Company","Troegs Hopback Amber Ale","American Amber / Red Ale",6,4.5,4.5,4,4,17,4.25
2005-08-10 15:34:33,"Yards Brewing Company","Thomas Jefferson's Tavern Ale","English Strong Ale",8,3.5,3.5,4,4,15,3.75
2005-08-21 21:15:45,"Victory Brewing Company","HopDevil Ale","American IPA",6.7,4.5,4,4,4,16.5,4.125
2005-08-22 02:48:51,"Yuengling Brewery","Yuengling Porter (Dark Brewed)","American Porter",4.7,3,4,2.5,3,12.5,3.125
2005-08-22 16:59:00,"Victory Brewing Company","HopDevil Ale","American IPA",6.7,3.5,4,3,3,13.5,3.375
2005-09-02 01:43:22,"Victory Brewing Company","Prima Pils","German Pilsener",5.3,4,3.5,4,4.5,16,4
2005-09-09 20:57:54,"Yards Brewing Company","Extra Special Ale (ESA)","Extra Special / Strong Bitter (ESB)",6.3,4,4,3.5,3.5,15,3.75
2005-09-11 20:52:07,"Victory Brewing Company","Prima Pils","German Pilsener",5.3,4,3.5,4,4.5,16,4
2005-09-15 21:27:18,"Victory Brewing Company","Festbier","Marzen / Oktoberfest",5.6,3.5,3.5,4,3.5,14.5,3.625
2005-09-16 23:06:42,"Victory Brewing Company","HopDevil Ale","American IPA",6.7,4,4,3.5,4,15.5,3.875
2005-09-18 20:51:54,"Victory Brewing Company","Golden Monkey","Tripel",9.5,4.5,4,4,4.5,17,4.25
2005-09-21 16:40:10,"Victory Brewing Company","Prima Pils","German Pilsener",5.3,4,4.5,4.5,4.5,17.5,4.375
2005-09-28 14:02:28,"Yards Brewing Company","General Washington's Tavern Porter","English Porter",7,2,4,2.5,1.5,10,2.5
2005-09-30 23:18:05,"Troegs Brewing Company","Troegs Pale Ale","American Pale Ale (APA)",5.4,3.5,3.5,3.5,4,14.5,3.625
2005-10-04 15:59:07,"Troegs Brewing Company","Troegs Oatmeal Stout","Oatmeal Stout",7,4.5,4,4.5,4,17,4.25
2005-10-08 23:44:12,"Victory Brewing Company","Festbier","Marzen / Oktoberfest",5.6,3.5,4,4,4,15.5,3.875
2005-10-09 15:55:36,"Victory Brewing Company","Moonglow Weizenbock","Weizenbock",8.7,4,4,4,4.5,16.5,4.125
2005-10-10 00:53:27,"Troegs Brewing Company","Troegs Hopback Amber Ale","American Amber / Red Ale",6,3,3,3.5,3.5,13,3.25
2005-10-12 19:16:46,"Victory Brewing Company","HopDevil Ale","American IPA",6.7,4,4,3.5,3,14.5,3.625
2005-10-17 14:48:17,"Victory Brewing Company","Storm King Stout","Russian Imperial Stout",9.1,4.5,4.5,5,4.5,18.5,4.625
2005-10-18 15:26:53,"Victory Brewing Company","HopDevil Ale","American IPA",6.7,4,4,4.5,4,16.5,4.125
2005-10-20 00:04:01,"Yuengling Brewery","Yuengling Black & Tan","Black & Tan",4.7,2.5,3.5,3,3,12,3
2005-10-20 12:27:59,"Victory Brewing Company","Festbier","Marzen / Oktoberfest",5.6,3.5,3,3,3.5,13,3.25
2005-10-21 22:17:54,"Victory Brewing Company","Moonglow Weizenbock","Weizenbock",8.7,3.5,4.5,4.5,4,16.5,4.125
2005-10-24 00:01:18,"Victory Brewing Company","HopDevil Ale","American IPA",6.7,4.5,4.5,4.5,4.5,18,4.5
2005-10-28 01:27:23,"Troegs Brewing Company","Troegs Bavarian Lager","Marzen / Oktoberfest",5.6,4,4,4,4.5,16.5,4.125
2005-10-30 17:54:17,"Victory Brewing Company","Hop Wallop","American Double / Imperial IPA",8.5,4,4.5,4.5,4.5,17.5,4.375
2005-11-09 00:28:46,"Victory Brewing Company","Golden Monkey","Tripel",9.5,4,3.5,3.5,4,15,3.75
2005-11-11 11:18:39,"Troegs Brewing Company","Troegs Mad Elf","Belgian Strong Dark Ale",11,3,4,2,3,12,3
2005-11-21 20:38:05,"Victory Brewing Company","Festbier","Marzen / Oktoberfest",5.6,3,2.5,4,3.5,13,3.25
2005-12-03 20:40:43,"Victory Brewing Company","Storm King Stout","Russian Imperial Stout",9.1,4.5,5,4,5,18.5,4.625
2005-12-07 21:36:41,"Troegs Brewing Company","Troegs Mad Elf","Belgian Strong Dark Ale",11,3.5,3.5,3.5,4,14.5,3.625
2005-12-08 21:39:31,"Victory Brewing Company","Golden Monkey","Tripel",9.5,4,4,4,4,16,4
2005-12-10 12:21:28,"Victory Brewing Company","Prima Pils","German Pilsener",5.3,2.5,2.5,2.5,3,10.5,2.625
2005-12-10 21:55:14,"Victory Brewing Company","Old Horizontal","American Barleywine",11,4,4,4,4,16,4
2005-12-10 23:10:33,"Victory Brewing Company","Hop Wallop","American Double / Imperial IPA",8.5,4,4,4,4.5,16.5,4.125
2005-12-18 19:19:11,"Yuengling Brewery","Yuengling Traditional Lager","American Amber / Red Lager",4.4,3,3,3.5,2.5,12,3
2005-12-24 14:05:50,"Victory Brewing Company","Prima Pils","German Pilsener",5.3,4,4,4,4,16,4
2005-12-25 21:50:04,"Victory Brewing Company","Storm King Stout","Russian Imperial Stout",9.1,5,5,4.5,4.5,19,4.75
2005-12-28 03:12:18,"Troegs Brewing Company","Troegs Pale Ale","American Pale Ale (APA)",5.4,3.5,4,4,4,15.5,3.875
2005-12-31 04:24:16,"Troegs Brewing Company","Troegenator Double Bock","Doppelbock",8.2,4,4,3.5,4.5,16,4
2005-12-31 05:17:30,"Troegs Brewing Company","Troegs Oatmeal Stout","Oatmeal Stout",7,3.5,4,3.5,4,15,3.75
2006-01-08 14:09:58,"Victory Brewing Company","Storm King Stout","Russian Imperial Stout",9.1,3.5,4,3,4,14.5,3.625
2006-01-11 00:22:28,"Troegs Brewing Company","Troegs Bavarian Lager","Marzen / Oktoberfest",5.6,4,4.5,3.5,3.5,15.5,3.875
2006-01-13 17:48:51,"Victory Brewing Company","HopDevil Ale","American IPA",6.7,4.5,4,4,4.5,17,4.25
2006-01-16 13:28:33,"Victory Brewing Company","Hop Wallop","American Double / Imperial IPA",8.5,4.5,4.5,4.5,4.5,18,4.5
2006-01-19 01:55:12,"Troegs Brewing Company","Troegs Rugged Trail Nut Brown Ale","English Brown Ale",4.4,3.5,4,4,4.5,16,4
2006-01-21 10:14:13,"Troegs Brewing Company","Troegs Hopback Amber Ale","American Amber / Red Ale",6,4,4,4,4.5,16.5,4.125
2006-01-31 18:10:13,"Victory Brewing Company","Hop Wallop","American Double / Imperial IPA",8.5,3,2.5,3.5,3,12,3
2006-02-02 12:26:12,"Yards Brewing Company","Love Stout","English Stout",5,4,3.5,4,4.5,16,4
2006-02-04 19:49:58,"Yuengling Brewery","Yuengling Traditional Lager","American Amber / Red Lager",4.4,2.5,3,3,3,11.5,2.875
2006-02-04 22:47:50,"Victory Brewing Company","V-Twelve","Quadrupel (Quad)",12,5,5,5,5,20,5
2006-02-05 00:49:45,"Victory Brewing Company","HopDevil Ale","American IPA",6.7,4.5,4.5,4.5,4.5,18,4.5
2006-02-07 01:52:55,"Victory Brewing Company","Moonglow Weizenbock","Weizenbock",8.7,4,4,4,4,16,4
2006-02-07 20:39:47,"Yards Brewing Company","General Washington's Tavern Porter","English Porter",7,3.5,4,3.5,3.5,14.5,3.625
2006-02-09 10:55:21,"Troegs Brewing Company","Troegs Nugget Nectar","American Amber / Red Ale",7.5,5,5,5,5,20,5
2006-02-09 14:56:41,"Victory Brewing Company","Old Horizontal","American Barleywine",11,4,4,4,4,16,4
2006-02-11 22:05:45,"Troegs Brewing Company","Troegs Rugged Trail Nut Brown Ale","English Brown Ale",4.4,4,4,4,4,16,4
2006-02-12 14:27:42,"Victory Brewing Company","HopDevil Ale","American IPA",6.7,4.5,4,4,4.5,17,4.25
2006-02-16 19:32:42,"Victory Brewing Company","Hop Wallop","American Double / Imperial IPA",8.5,2.5,4,3.5,3.5,13.5,3.375
2006-02-17 12:51:25,"Troegs Brewing Company","Troegs Nugget Nectar","American Amber / Red Ale",7.5,4,4.5,4.5,4.5,17.5,4.375
2006-02-19 12:40:34,"Victory Brewing Company","Hop Wallop","American Double / Imperial IPA",8.5,4.5,4,4.5,5,18,4.5
2006-02-20 23:30:19,"Troegs Brewing Company","Troegs Nugget Nectar","American Amber / Red Ale",7.5,4.5,4.5,4,5,18,4.5
2006-02-22 13:20:36,"Victory Brewing Company","Braumeister Pils - Saaz","Czech Pilsener",5.7,4.5,4.5,4.5,4.5,18,4.5
2006-02-22 15:01:36,"Troegs Brewing Company","Troegs Nugget Nectar","American Amber / Red Ale",7.5,4,4.5,4,4,16.5,4.125
2006-02-24 18:45:29,"Troegs Brewing Company","Troegs Nugget Nectar","American Amber / Red Ale",7.5,4,4,3.5,4.5,16,4
2006-02-26 15:56:01,"Victory Brewing Company","Storm King Stout","Russian Imperial Stout",9.1,3.5,4,4,4,15.5,3.875
2006-02-26 21:38:24,"Victory Brewing Company","HopDevil Ale","American IPA",6.7,4,4.5,4,4,16.5,4.125
2006-02-27 22:16:09,"Victory Brewing Company","Ten Years Alt","Altbier",8.5,3.5,4.5,4,4,16,4
2006-02-28 01:53:11,"Victory Brewing Company","Old Horizontal","American Barleywine",11,4.5,4,4.5,4.5,17.5,4.375
2006-02-28 08:35:55,"Victory Brewing Company","Ten Years Alt","Altbier",8.5,4,4.5,4,4.5,17,4.25
2006-03-04 02:34:12,"Victory Brewing Company","Hop Wallop","American Double / Imperial IPA",8.5,3,3.5,2.5,3,12,3
2006-03-05 20:45:32,"Troegs Brewing Company","Troegs Nugget Nectar","American Amber / Red Ale",7.5,5,5,5,5,20,5
2006-03-08 10:35:14,"Troegs Brewing Company","Troegs Rugged Trail Nut Brown Ale","English Brown Ale",4.4,4,4,3.5,3.5,15,3.75
2006-03-08 12:56:35,"Victory Brewing Company","V-Twelve","Quadrupel (Quad)",12,4.5,4,4,4.5,17,4.25
2006-03-09 01:27:04,"Yards Brewing Company","Yards Saison","Saison / Farmhouse Ale",6.5,3,3.5,4,4,14.5,3.625
2006-03-11 03:29:16,"Troegs Brewing Company","Troegs Nugget Nectar","American Amber / Red Ale",7.5,4.5,4.5,4,4,17,4.25
2006-03-12 15:23:18,"Victory Brewing Company","Old Horizontal","American Barleywine",11,3.5,4,4.5,4.5,16.5,4.125
2006-03-15 15:06:20,"Troegs Brewing Company","Troegs Nugget Nectar","American Amber / Red Ale",7.5,4,4,4,4,16,4
2006-03-19 20:43:32,"Victory Brewing Company","Storm King Stout","Russian Imperial Stout",9.1,4,4.5,4,4.5,17,4.25
2006-03-21 20:56:46,"Victory Brewing Company","Golden Monkey","Tripel",9.5,4,3.5,4,4,15.5,3.875
2006-03-22 19:38:39,"Troegs Brewing Company","Troegs Oatmeal Stout","Oatmeal Stout",7,3.5,4,3.5,4,15,3.75
2006-03-27 20:28:50,"Victory Brewing Company","V-Saison","Saison / Farmhouse Ale",7.5,4,4,3,4,15,3.75
2006-03-28 19:46:34,"Victory Brewing Company","St. Victorious","Doppelbock",7.6,4,4,3.5,4,15.5,3.875
2006-04-02 21:49:18,"Victory Brewing Company","Victory Lager","Munich Helles Lager",4.8,3,3.5,3.5,4,14,3.5
2006-04-03 08:14:55,"Victory Brewing Company","V-Twelve","Quadrupel (Quad)",12,4,4.5,3,4,15.5,3.875
2006-04-03 21:32:08,"Yards Brewing Company","General Washington's Tavern Porter","English Porter",7,3,3.5,4,3.5,14,3.5
2006-04-04 16:15:33,"Victory Brewing Company","Hop Wallop","American Double / Imperial IPA",8.5,4.5,5,4,4,17.5,4.375
2006-04-09 19:12:28,"Yuengling Brewery","Yuengling Black & Tan","Black & Tan",4.7,2.5,3.5,3,2,11,2.75
2006-04-11 00:17:27,"Victory Brewing Company","Ten Years Alt","Altbier",8.5,4,4,3.5,2.5,14,3.5
2006-04-12 17:27:42,"Yuengling Brewery","Lord Chesterfield Ale","American Pale Ale (APA)",5.4,3,3,4,4,14,3.5
2006-04-14 13:18:00,"Victory Brewing Company","Old Horizontal","American Barleywine",11,4,5,4.5,4,17.5,4.375
2006-04-17 21:04:04,"Troegs Brewing Company","Troegs Nugget Nectar","American Amber / Red Ale",7.5,4.5,4,4,4.5,17,4.25
2006-04-21 16:33:16,"Victory Brewing Company","Prima Pils","German Pilsener",5.3,3.5,3.5,4,4,15,3.75
2006-04-21 23:04:54,"Victory Brewing Company","V-Twelve","Quadrupel (Quad)",12,4.5,3.5,4,4.5,16.5,4.125
2006-04-22 16:56:07,"Victory Brewing Company","Golden Monkey","Tripel",9.5,4.5,4,4,4,16.5,4.125
2006-04-22 22:51:39,"Yuengling Brewery","Yuengling Traditional Lager","American Amber / Red Lager",4.4,3.5,3.5,3.5,3,13.5,3.375
2006-04-23 23:51:28,"Victory Brewing Company","Ten Years Alt","Altbier",8.5,3.5,4,4,4.5,16,4
2006-04-24 21:25:50,"Victory Brewing Company","Ten Years Alt","Altbier",8.5,3.5,4,4,4,15.5,3.875
2006-04-29 22:32:14,"Victory Brewing Company","Ten Years Alt","Altbier",8.5,4,4,4,4,16,4
2006-05-04 22:16:52,"Victory Brewing Company","Old Horizontal","American Barleywine",11,3.5,4,4.5,4.5,16.5,4.125
2006-05-07 20:43:44,"Victory Brewing Company","HopDevil Ale","American IPA",6.7,4,3.5,4,4.5,16,4
2006-05-08 10:30:18,"Victory Brewing Company","Prima Pils","German Pilsener",5.3,4,4.5,4.5,4,17,4.25
2006-05-08 12:52:42,"Troegs Brewing Company","Troegs Sunshine Pils","German Pilsener",5.3,3.5,4,3.5,3.5,14.5,3.625
2006-05-10 00:32:04,"Victory Brewing Company","Storm King Stout","Russian Imperial Stout",9.1,4.5,3.5,4,4,16,4
2006-05-10 22:42:11,"Victory Brewing Company","HopDevil Ale","American IPA",6.7,3,4.5,4,4,15.5,3.875
2006-05-15 22:08:58,"Victory Brewing Company","Hop Wallop","American Double / Imperial IPA",8.5,4,4.5,4.5,5,18,4.5
2006-05-16 23:43:29,"Victory Brewing Company","Prima Pils","German Pilsener",5.3,4,4,5,4.5,17.5,4.375
2006-05-18 15:35:12,"Troegs Brewing Company","Troegs Hopback Amber Ale","American Amber / Red Ale",6,4.5,3.5,4,4.5,16.5,4.125
2006-05-18 19:41:00,"Victory Brewing Company","Whirlwind Witbier","Witbier",5,4,4,3,3.5,14.5,3.625
2006-05-26 18:27:04,"Victory Brewing Company","Ten Years Alt","Altbier",8.5,4.5,4.5,4,4,17,4.25
2006-05-26 20:40:03,"Yards Brewing Company","India Pale Ale","English India Pale Ale (IPA)",7,4.5,3,4,4,15.5,3.875
2006-05-27 10:27:50,"Troegs Brewing Company","Troegenator Double Bock","Doppelbock",8.2,3.5,3,4.5,3.5,14.5,3.625
2006-05-29 14:31:00,"Victory Brewing Company","Storm King Stout","Russian Imperial Stout",9.1,3.5,4.5,4.5,4.5,17,4.25
2006-05-29 19:56:43,"Yuengling Brewery","Yuengling Premium Beer","American Pale Lager",4.4,3,3.5,3,2.5,12,3
2006-05-30 19:11:11,"Victory Brewing Company","Prima Pils","German Pilsener",5.3,4.5,4.5,5,4.5,18.5,4.625
2006-06-01 16:09:15,"Victory Brewing Company","Prima Pils","German Pilsener",5.3,4.5,4.5,3.5,2,14.5,3.625
2006-06-01 16:54:20,"Victory Brewing Company","Prima Pils","German Pilsener",5.3,3.5,3.5,3,3.5,13.5,3.375
2006-06-03 22:30:36,"Troegs Brewing Company","Troegs Pale Ale","American Pale Ale (APA)",5.4,3.5,3.5,4.5,4.5,16,4
2006-06-05 10:18:46,"Victory Brewing Company","Prima Pils","German Pilsener",5.3,4,4,4.5,4.5,17,4.25
2006-06-07 20:33:54,"Troegs Brewing Company","Troegenator Double Bock","Doppelbock",8.2,4,4,4,4.5,16.5,4.125
2006-06-10 20:11:51,"Troegs Brewing Company","Troegs Sunshine Pils","German Pilsener",5.3,3,4.5,4,4,15.5,3.875
2006-06-16 14:39:20,"Victory Brewing Company","HopDevil Ale","American IPA",6.7,3.5,3,4,3.5,14,3.5
